playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
fowlede01,1986,3,22,USA,GA,Atlanta,,,,,,,Dexter,Fowler,William Dexter,195,77,B,R,9/2/2008,8/3/2018,fowld001,fowlede01,,3/22/1986
fowledi01,1921,3,30,CAN,ON,Toronto,1972,5,22,USA,NY,Oneonta,Dick,Fowler,Richard John,215,76,R,R,9/13/1941,9/1/1952,fowld101,fowledi01,5/22/1972,3/30/1921
fowledu01,1994,12,29,USA,GA,Cadwell,,,,,,,Dustin,Fowler,Dustin Ryan,195,72,L,L,6/29/2017,9/29/2018,fowld002,fowledu01,,12/29/1994
fowleje01,1898,10,30,USA,SC,Spartanburg,1973,9,23,USA,SC,Columbia,Jesse,Fowler,Jesse Peter,158,70,R,L,7/29/1924,9/27/1924,fowlj101,fowleje01,9/23/1973,1898-10-30
fowlkal01,1958,8,8,USA,CA,Brawley,,,,,,,Alan,Fowlkes,Alan Kim,190,74,R,R,4/7/1982,8/26/1985,fowla001,fowlkal01,,8/8/1958
foxan01,1971,1,12,USA,CA,Sacramento,,,,,,,Andy,Fox,Andrew Junipero,205,76,L,R,4/7/1996,10/3/2004,fox-a001,foxan01,,1/12/1971
foxbi01,1872,1,15,USA,MA,Sturbridge,1946,5,7,USA,MN,Minneapolis,Bill,Fox,William Henry,160,70,B,R,1897-08-20,9/12/1901,fox-b101,foxbi01,5/7/1946,1872-01-15
foxch01,1921,10,7,USA,NY,New York,2004,2,16,USA,CA,Stanford,Charlie,Fox,Charles Francis,180,71,R,R,9/24/1942,9/26/1942,fox-c101,foxch01,2/16/2004,10/7/1921
foxch02,1970,9,3,USA,CA,Coronado,,,,,,,Chad,Fox,Chad Douglas,180,74,R,R,7/13/1997,5/9/2009,fox-c001,foxch02,,9/3/1970
foxenbi01,1879,5,31,USA,NJ,Tenafly,1937,4,17,USA,NY,Brooklyn,Bill,Foxen,William Aloysius,165,71,L,L,5/5/1908,5/5/1911,foxeb101,foxenbi01,4/17/1937,1879-05-31
foxer01,1963,8,15,USA,CA,Lemoore,,,,,,,Eric,Fox,Eric Hollis,180,70,B,L,7/7/1992,7/5/1995,fox-e001,foxer01,,8/15/1963
foxhe01,1878,9,26,USA,PA,Scranton,1947,8,21,USA,PA,Scranton,Jacob,Fox,Jacob,,,,,9/4/1902,9/4/1902,fox-h102,foxhe01,8/21/1947,1878-09-26
foxho01,1921,3,1,USA,OR,Coburg,1955,10,9,USA,TX,San Antonio,Howie,Fox,Howard Francis,210,75,R,R,9/17/1944,9/25/1954,fox-h101,foxho01,10/9/1955,3/1/1921
foxja01,1880,7,26,USA,VT,Colchester,1923,4,14,USA,NY,Poughkeepsie,Jack,Fox,John T.,185,70,R,R,6/2/1908,6/20/1908,fox-j101,foxja01,4/14/1923,1880-07-26
foxja02,1982,7,20,USA,IN,Indianapolis,,,,,,,Jake,Fox,Jacob Quirin,220,72,R,R,7/19/2007,9/25/2011,fox-j001,foxja02,,7/20/1982
foxjo01,1859,2,7,USA,MA,Roxbury,1893,4,16,USA,MA,Boston,John,Fox,John Joseph,,,,,1881-06-02,1886-08-09,fox-j102,foxjo01,1893-04-16,1859-02-07
foxma01,1982,12,4,USA,OH,Columbus,,,,,,,Matt,Fox,Matthew Jacob,190,75,R,R,9/3/2010,9/28/2010,fox-m001,foxma01,,12/4/1982
foxne01,1927,12,25,USA,PA,St. Thomas,1975,12,1,USA,MD,Baltimore,Nellie,Fox,Jacob Nelson,160,70,L,R,6/8/1947,7/25/1965,fox-n101,foxne01,12/1/1975,12/25/1927
foxpa01,1868,12,1,USA,PA,Pottstown,1914,5,8,USA,PA,Philadelphia,George,Fox,George Bennerd,185,69,,,1891-07-13,1899-09-07,fox-p101,foxpa01,5/8/1914,1868-12-01
foxpe01,1909,3,8,USA,IN,Evansville,1966,7,5,USA,MI,Detroit,Pete,Fox,Ervin,165,71,R,R,4/12/1933,9/23/1945,fox-p102,foxpe01,7/5/1966,3/8/1909
foxte01,1935,7,31,USA,IL,Chicago,,,,,,,Terry,Fox,Terrence Edward,175,72,R,R,9/4/1960,9/25/1966,fox-t101,foxte01,,7/31/1935
foxxji01,1907,10,22,USA,MD,Sudlersville,1967,7,21,USA,FL,Miami,Jimmie,Foxx,James Emory,195,72,R,R,5/1/1925,9/23/1945,foxxj101,foxxji01,7/21/1967,10/22/1907
foyjo01,1943,2,21,USA,NY,New York,1989,10,12,USA,NY,Bronx,Joe,Foy,Joseph Anthony,215,72,R,R,4/13/1966,5/27/1971,foy-j101,foyjo01,10/12/1989,2/21/1943
foytapa01,1930,11,16,USA,PA,Scranton,,,,,,,Paul,Foytack,Paul Eugene,175,71,R,R,4/21/1953,5/7/1964,foytp101,foytapa01,,11/16/1930
frailke01,1948,1,19,USA,WI,Madison,,,,,,,Ken,Frailing,Kenneth Douglas,190,72,L,L,9/1/1972,6/6/1976,fraik101,frailke01,,1/19/1948
francbe01,1981,10,23,USA,CA,Santa Ana,,,,,,,Ben,Francisco,Louis Benjamin,195,73,R,R,5/1/2007,5/17/2013,franb001,francbe01,,10/23/1981
francea01,1935,7,14,USA,WV,Slab Fork,2002,7,3,USA,PA,Pittsburgh,Earl,Francis,Earl Coleman,210,74,R,R,6/30/1960,9/27/1965,frane101,francea01,7/3/2002,7/14/1935
francfr01,1979,9,11,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Frank,Francisco,Franklin,250,74,R,R,5/14/2004,5/20/2014,franf001,francfr01,,9/11/1979
francje01,1981,1,8,CAN,BC,Vancouver,,,,,,,Jeff,Francis,Jeffrey William,220,77,L,L,8/25/2004,10/4/2015,franj003,francje01,,1/8/1981
francje02,1984,1,8,USA,GA,Atlanta,,,,,,,Jeff,Francoeur,Jeffrey Braden,225,76,R,R,7/7/2005,10/2/2016,franj004,francje02,,1/8/1984
francjo01,1960,9,17,USA,NY,Brooklyn,,,,,,,John,Franco,John Anthony,170,70,L,L,4/24/1984,7/1/2005,franj001,francjo01,,9/17/1960
francju01,1958,8,23,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Julio,Franco,Julio Cesar,160,72,R,R,4/23/1982,9/17/2007,franj002,francju01,,8/23/1958
francju02,1987,6,24,D.R.,Monsenor Nouel,Bonao,,,,,,,Juan,Francisco,Juan Ramon,245,74,L,R,9/14/2009,9/28/2014,franj005,francju02,,6/24/1987
francma01,1969,8,19,USA,CA,Santa Monica,,,,,,,Matt,Franco,Matthew Neil,200,74,L,R,9/6/1995,9/27/2003,franm001,francma01,,8/19/1969
francma02,1992,8,26,D.R.,Azua,Azua,,,,,,,Maikel,Franco,Maikel Antonio,215,73,R,R,9/2/2014,9/23/2018,franm004,francma02,,8/26/1992
francos01,1858,10,4,USA,OH,Greensburg,1947,5,2,USA,OH,Akron,Ossie,France,Osman Beverly,155,68,L,L,1890-07-14,1890-07-14,frano101,francos01,5/2/1947,1858-10-04
francra01,1893,3,8,USA,TX,Sherman,1934,7,6,USA,GA,Atlanta,Ray,Francis,Ray James,182,73,L,L,4/18/1922,6/10/1925,franr101,francra01,7/6/1934,1893-03-08
francte01,1959,4,22,USA,SD,Aberdeen,,,,,,,Terry,Francona,Terry Jon,190,73,L,L,8/19/1981,4/19/1990,frant001,francte01,,4/22/1959
francti01,1933,11,4,USA,PA,Aliquippa,2018,2,13,USA,PA,New Brighton,Tito,Francona,John Patsy,190,71,L,L,4/17/1956,9/29/1970,frant101,francti01,2/13/2018,11/4/1933
frandke01,1982,5,24,USA,CA,San Jose,,,,,,,Kevin,Frandsen,Kevin Vincent,190,72,R,R,4/28/2006,10/3/2015,frank001,frandke01,,5/24/1982
frank01,,,,,,,,,,,,,,Franklin,,,,,,1884-09-27,1884-09-27,franu101,frank01,,
frankch01,1870,5,30,USA,AL,Mobile,1922,5,24,USA,TN,Memphis,Charlie,Frank,Charles,170,70,L,L,1893-08-18,1894-07-25,franc101,frankch01,5/24/1922,1870-05-30
frankfr01,1873,3,11,USA,KY,Louisa,1950,3,27,USA,KY,Ashland,Fred,Frank,John Frederick,162,69,R,,1898-09-27,1898-10-15,franf102,frankfr01,3/27/1950,1873-03-11
frankfr02,1904,4,9,USA,PA,Port Royal,1989,8,17,USA,PA,Mifflintown,Fred,Frankhouse,Frederick Meloy,175,71,R,R,9/7/1927,9/25/1939,franf101,frankfr02,8/17/1989,4/9/1904
frankhe01,1914,1,4,USA,UT,Price,2009,3,30,USA,UT,Salt Lake City,Herman,Franks,Herman Louis,187,70,L,R,4/27/1939,8/28/1949,franh101,frankhe01,3/30/2009,1/4/1914
frankja01,1919,10,20,USA,IL,Paris,1991,11,15,USA,FL,Panama City,Jack,Franklin,Jack Wilford,170,71,R,R,6/12/1944,6/12/1944,franj102,frankja01,11/15/1991,10/20/1919
frankja02,1953,3,16,USA,VA,Arlington,,,,,,,Jay,Franklin,John William,180,74,R,R,9/4/1971,9/21/1971,franj101,frankja02,,3/16/1953
frankmi01,1972,4,25,USA,CA,San Francisco,,,,,,,Micah,Franklin,Micah Ishanti,205,72,B,R,5/13/1997,6/28/1997,franm002,frankmi01,,4/25/1972
frankmi02,1974,1,14,USA,CA,Pomona,,,,,,,Mike,Frank,Stephen Michael,185,74,L,L,6/19/1998,7/26/1998,franm003,frankmi02,,1/14/1974
frankmo01,1914,4,1,USA,IL,Chicago,1978,3,16,USA,CA,Harbor City,Moe,Franklin,Murray Asher,175,72,R,R,8/12/1941,9/6/1942,franm101,frankmo01,3/16/1978,4/1/1914
frankni01,1991,3,2,USA,FL,Sanford,,,,,,,Nick,Franklin,Nicholas Edward,190,73,B,R,5/27/2013,5/8/2018,frann001,frankni01,,3/2/1991
frankry01,1973,3,5,USA,AR,Fort Smith,,,,,,,Ryan,Franklin,Ryan Ray,190,75,R,R,5/15/1999,6/28/2011,franr001,frankry01,,3/5/1973
frankse01,1988,8,27,USA,NC,Raleigh,,,,,,,Seth,Frankoff,James Seth,210,77,R,R,6/9/2017,6/9/2017,frans001,frankse01,,8/27/1988
frankwa01,1974,3,9,USA,DE,Wilmington,,,,,,,Wayne,Franklin,Gary Wayne,195,74,L,L,7/24/2000,9/30/2006,franw001,frankwa01,,3/9/1974
frareca01,1993,7,8,USA,MT,Miles City,,,,,,,Caleb,Frare,Caleb Michael,210,73,L,L,9/2/2018,9/28/2018,frarc001,frareca01,,7/8/1993
frascjo01,1970,2,4,USA,NY,Ozone Park,,,,,,,John,Frascatore,John Vincent,200,73,R,R,7/21/1994,5/9/2001,frasj001,frascjo01,,2/4/1970
frasech01,1873,8,26,USA,IL,Chicago,1940,5,8,USA,ID,Wendell,Chick,Fraser,Charles Carrolton,188,70,R,R,1896-04-19,5/3/1909,frasc101,frasech01,5/8/1940,1873-08-26
frasewi01,1964,5,26,USA,NY,New York,,,,,,,Willie,Fraser,William Patrick,200,73,R,R,9/10/1986,9/29/1995,frasw001,frasewi01,,5/26/1964
frasivi01,1904,8,5,USA,LA,Ruston,1977,1,10,USA,TX,Jacksonville,Vic,Frazier,Victor Patrick,182,72,R,R,4/18/1931,6/20/1939,frasv101,frasivi01,1/10/1977,8/5/1904
frasoja01,1977,8,9,USA,IL,Chicago,,,,,,,Jason,Frasor,Jason Andrew,180,69,R,R,4/16/2004,8/1/2015,frasj002,frasoja01,,8/9/1977
frazege99,1861,1,7,,,,1913,2,5,,,,George,Frazer,George K.,,,,,,,,,2/5/1913,1861-01-07
fraziad01,1991,12,14,USA,GA,Athens,,,,,,,Adam,Frazier,Adam Timothy,180,70,L,R,6/24/2016,9/29/2018,fraza001,fraziad01,,12/14/1991
frazicl01,1994,9,6,USA,GA,Decatur,,,,,,,Clint,Frazier,Clint Jackson,190,73,R,R,7/1/2017,7/15/2018,frazc001,frazicl01,,9/6/1994
frazige01,1954,10,13,USA,OK,Oklahoma City,,,,,,,George,Frazier,George Allen,205,77,R,R,5/25/1978,10/4/1987,frazg001,frazige01,,10/13/1954
frazije01,1982,8,10,USA,NJ,Point Pleasant,,,,,,,Jeff,Frazier,Jeffrey Michael,195,75,R,R,7/30/2010,8/15/2010,frazj001,frazije01,,8/10/1982
frazijo01,1922,10,6,USA,NC,Liberty,2011,2,15,USA,OK,Broken Arrow,Joe,Frazier,Joseph Filmore,180,72,L,R,8/31/1947,9/30/1956,frazj101,frazijo01,2/15/2011,10/6/1922
frazilo01,1965,1,26,USA,MO,St. Louis,,,,,,,Lou,Frazier,Arthur Louis,175,74,B,R,4/8/1993,4/19/1998,frazl001,frazilo01,,1/26/1965
frazito01,1986,2,12,USA,NJ,Point Pleasant,,,,,,,Todd,Frazier,Todd Brian,220,75,R,R,5/23/2011,9/30/2018,frazt001,frazito01,,2/12/1986
fredejo01,1902,1,26,USA,CO,Denver,1977,6,18,USA,OR,Tigard,Johnny,Frederick,John Henry,165,71,L,L,4/18/1929,9/25/1934,fredj101,fredejo01,6/18/1977,1/26/1902
fredeke01,1976,11,4,USA,IL,Evanston,,,,,,,Kevin,Frederick,Kevin Albert Francis,215,73,L,R,7/15/2002,9/17/2004,fredk001,fredeke01,,11/4/1976
fredrsc01,1967,8,19,USA,NH,Manchester,,,,,,,Scott,Fredrickson,Scott Eric,220,75,R,R,4/29/1993,7/23/1993,freds001,fredrsc01,,8/19/1967
freeded01,1919,8,22,USA,PA,Centre Valley,2002,11,15,USA,SC,Rock Hill,Ed,Freed,Edwin Charles,165,66,R,R,9/11/1942,9/27/1942,freee101,freeded01,11/15/2002,8/22/1919
freedro01,1946,6,2,USA,CA,Los Angeles,1996,1,9,USA,CA,Chino,Roger,Freed,Roger Vernon,190,72,R,R,9/18/1970,9/28/1979,freer101,freedro01,1/9/1996,6/2/1946
freehbi01,1941,11,29,USA,MI,Detroit,,,,,,,Bill,Freehan,William Ashley,203,75,R,R,9/26/1961,10/3/1976,freeb103,freehbi01,,11/29/1941
freelky01,1993,5,14,USA,CO,Denver,,,,,,,Kyle,Freeland,Kyle Richard,170,75,L,L,4/7/2017,9/28/2018,freek001,freelky01,,5/14/1993
freelry01,1976,3,8,USA,FL,Jacksonville,2012,12,22,USA,FL,Jacksonville,Ryan,Freel,Ryan Paul,185,70,R,R,4/4/2001,8/4/2009,freer001,freelry01,12/22/2012,3/8/1976
freembu01,1871,10,30,USA,PA,Catasauqua,1949,6,25,USA,PA,Wilkes-Barre,Buck,Freeman,John Frank,169,69,L,L,1891-06-27,4/20/1907,freeb102,freembu01,6/25/1949,1871-10-30
freembu02,1896,7,5,USA,TX,Mart,1953,2,21,USA,TX,Fort Sam Houston,Buck,Freeman,Alexander Vernon,167,70,B,R,4/13/1921,6/10/1922,freeb101,freembu02,2/21/1953,1896-07-05
freemch01,1979,10,20,USA,AR,Pine Bluff,,,,,,,Choo,Freeman,Raphael,200,74,R,R,6/4/2004,9/30/2006,freec001,freemch01,,10/20/1979
freemfr01,1989,9,12,USA,CA,Fountain Valley,,,,,,,Freddie,Freeman,Frederick Charles,220,77,L,R,9/1/2010,9/30/2018,freef001,freemfr01,,9/12/1989
freemha01,1897,12,22,USA,MI,Mottville,1970,1,10,USA,MI,Kalamazoo,Harvey,Freeman,Harvey Bayard,160,70,R,R,7/10/1921,9/28/1921,freeh102,freemha01,1/10/1970,1897-12-22
freemhe01,1928,7,1,USA,AL,Gadsden,2004,1,17,USA,FL,Orlando,Hersh,Freeman,Hershell Baskin,220,75,R,R,9/10/1952,6/7/1958,freeh101,freemhe01,1/17/2004,7/1/1928
freemje01,1879,12,26,USA,CA,Placerville,1952,9,30,USA,CA,Los Angeles,Jerry,Freeman,Frank Ellsworth,220,74,L,R,4/14/1908,5/21/1909,freej105,freemje01,9/30/1952,1879-12-26
freemji01,1951,6,29,USA,NM,Carlsbad,,,,,,,Jimmy,Freeman,Jimmy Lee,180,76,L,L,9/1/1972,7/31/1973,freej104,freemji01,,6/29/1951
freemjo01,1901,1,24,USA,MA,Boston,1958,4,14,USA,DC,Washington,John,Freeman,John Edward,160,68,R,R,6/17/1927,7/4/1927,freej101,freemjo01,4/14/1958,1/24/1901
freemju01,1868,11,7,USA,MO,,1921,6,10,USA,MO,St. Louis,Julie,Freeman,Julius Benjamin,,,R,R,1888-10-10,1888-10-10,freej103,freemju01,6/10/1921,1868-11-07
freemju02,1986,10,22,USA,GA,Macon,,,,,,,Justin,Freeman,Justin Michael,175,71,R,R,4/17/2013,4/17/2013,freej001,freemju02,,10/22/1986
freemla01,1963,2,18,USA,CA,Oakland,,,,,,,LaVel,Freeman,LaVel Maurice,170,69,L,L,4/7/1989,4/8/1989,freel001,freemla01,,2/18/1963
freemma01,1930,12,7,USA,TN,Memphis,2006,2,21,USA,CA,Rancho Mirage,Mark,Freeman,Mark Price,220,76,R,R,4/18/1959,9/19/1960,freem101,freemma01,2/21/2006,12/7/1930
freemma02,1963,4,10,USA,IL,Chicago,,,,,,,Marvin,Freeman,Marvin,200,79,R,R,9/16/1986,9/14/1996,freem001,freemma02,,4/10/1963
freemmi01,1987,8,4,USA,FL,Orlando,,,,,,,Mike,Freeman,Michael Barrett,195,72,L,R,7/17/2016,9/26/2018,freem002,freemmi01,,8/4/1987
freemsa01,1987,6,24,USA,TX,Houston,,,,,,,Sam,Freeman,Samuel Douglas,180,71,R,L,6/1/2012,9/28/2018,frees001,freemsa01,,6/24/1987
freesda01,1983,4,28,USA,TX,Corpus Christi,,,,,,,David,Freese,David Richard,220,74,R,R,4/6/2009,9/30/2018,freed001,freesda01,,4/28/1983
freesge01,1926,9,12,USA,WV,Wheeling,2014,7,27,USA,OR,Portland,George,Freese,George Walter,190,72,R,R,4/29/1953,5/31/1961,freeg101,freesge01,7/27/2014,9/12/1926
freesge02,1934,1,8,USA,WV,Wheeling,2013,6,19,USA,LA,New Orleans,Gene,Freese,Eugene Lewis,175,71,R,R,4/13/1955,9/3/1966,freeg102,freesge02,6/19/2013,1/8/1934
freezja01,1900,4,25,USA,AR,Huntington,1983,4,9,USA,TX,San Angelo,Jake,Freeze,Carl Alexander,150,68,R,R,7/1/1925,7/2/1925,freej102,freezja01,4/9/1983,4/25/1900
fregoji01,1942,4,4,USA,CA,San Francisco,2014,2,14,USA,FL,Miami,Jim,Fregosi,James Louis,190,73,R,R,9/14/1961,5/31/1978,fregj101,fregoji01,2/14/2014,4/4/1942
freibve01,1923,12,19,USA,MI,Detroit,1990,2,27,USA,CA,Palm Springs,Vern,Freiburger,Vern Donald,170,73,R,L,9/6/1941,9/15/1941,freiv101,freibve01,2/27/1990,12/19/1923
freigho01,1902,8,1,USA,OH,Dayton,1932,7,18,USA,TN,Chattanooga,Howard,Freigau,Howard Earl,160,70,R,R,9/13/1922,9/29/1928,freih101,freigho01,7/18/1932,8/1/1902
freimna01,1986,12,31,USA,DC,Washington,,,,,,,Nate,Freiman,Nathan Samuel,245,80,R,R,4/3/2013,9/27/2014,frein001,freimna01,,12/31/1986
freiral01,1974,8,23,Venezuela,Distrito Federal,Caracas,,,,,,,Alejandro,Freire,Alejandro,225,74,R,R,8/9/2005,10/1/2005,freia001,freiral01,,8/23/1974
freisda01,1951,10,31,USA,PA,Coraopolis,,,,,,,Dave,Freisleben,David James,195,71,R,R,4/26/1974,9/30/1979,freid101,freisda01,,10/31/1951
freitda01,1989,3,18,USA,CA,Wilton,,,,,,,David,Freitas,David Joseph,225,75,R,R,8/30/2017,9/30/2018,freid001,freitda01,,3/18/1989
freitto01,1908,5,5,USA,CA,Mill Valley,1994,3,14,USA,CA,Orangevale,Tony,Freitas,Antonio,161,68,R,L,5/31/1932,5/31/1936,freit101,freitto01,3/14/1994,5/5/1908
frencbi01,1849,,,USA,MD,Baltimore,1893,5,31,USA,MD,Baltimore,Bill,French,William Henry,,,,,1873-04-14,1873-06-30,frenb101,frencbi01,1893-05-31,
frencch01,1883,10,12,USA,IN,Indianapolis,1962,3,30,USA,IN,Indianapolis,Charlie,French,Charles Calvin,140,66,L,R,5/23/1909,9/13/1910,frenc101,frencch01,3/30/1962,1883-10-12
frencji01,1941,8,13,USA,OH,Warren,,,,,,,Jim,French,Richard James,180,68,L,R,9/12/1965,5/14/1971,frenj101,frencji01,,8/13/1941
frencla01,1907,11,1,USA,CA,Visalia,1987,2,9,USA,CA,San Diego,Larry,French,Lawrence Herbert,195,73,R,L,4/18/1929,9/26/1942,frenl101,frencla01,2/9/1987,11/1/1907
frenclu01,1985,9,13,USA,KS,Salina,,,,,,,Luke,French,Lucas Stephen,220,76,L,L,5/15/2009,10/1/2010,frenl001,frenclu01,,9/13/1985
frencpa01,1893,9,22,USA,NH,Dover,1969,7,13,USA,ME,Bath,Pat,French,Frank Alexander,180,73,R,R,7/2/1917,7/4/1917,frenp101,frencpa01,7/13/1969,1893-09-22
frencra01,1895,1,9,USA,CA,Alameda,1978,4,3,USA,CA,Alameda,Ray,French,Raymond Edward,158,69,R,R,9/17/1920,7/10/1924,frenr101,frencra01,4/3/1978,1895-01-09
frencwa01,1899,7,12,USA,NJ,Moorestown,1984,5,13,USA,AR,Mountain Home,Walt,French,Walter Edward,155,67,L,R,9/15/1923,10/6/1929,frenw101,frencwa01,5/13/1984,1899-07-12
freybe01,1906,4,6,USA,MI,Dexter,1937,11,1,USA,MI,Spring Arbor Township,Benny,Frey,Benjamin Rudolph,165,70,R,R,9/18/1929,9/22/1936,freyb101,freybe01,11/1/1937,4/6/1906
freyji99,1931,5,26,USA,OH,Cleveland,,,,,,,Jim,Frey,James Gottfried,170,69,L,L,,,freyj801,freyji99,,5/26/1931
freylo01,1910,8,23,USA,MO,St. Louis,2009,9,13,USA,ID,Coeur d'Alene,Lonny,Frey,Linus Reinhard,160,70,L,R,8/29/1933,9/28/1948,freyl101,freylo01,9/13/2009,8/23/1910
freyst01,1963,7,29,USA,PA,Meadowbrook,,,,,,,Steve,Frey,Steven Francis,170,69,R,L,5/10/1989,8/2/1996,freys001,freyst01,,7/29/1963
friasca01,1989,11,13,D.R.,Maria Trinidad Sanchez,Nagua,,,,,,,Carlos,Frias,Carlos David,195,76,R,R,8/4/2014,7/7/2016,friac001,friasca01,,11/13/1989
friasha01,1973,12,5,D.R.,San Cristobal,Villa Altagracia,,,,,,,Hanley,Frias,Hanley,160,72,B,R,6/21/1997,10/1/2000,friah001,friasha01,,12/5/1973
friaspe01,1948,7,14,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Pepe,Frias,Jesus Maria,159,70,R,R,4/6/1973,8/26/1981,friap101,friaspe01,,7/14/1948
fribebe01,1899,8,18,USA,NH,Manchester,1958,12,8,USA,MA,Lynn,Bernie,Friberg,Bernard Albert,178,71,R,R,8/20/1919,6/27/1933,fribb101,fribebe01,12/8/1958,1899-08-18
fricama01,1923,7,15,USA,NY,Brant,1976,5,18,Mexico,Baja California,Tijuana,Marion,Fricano,Marion John,170,72,R,R,9/6/1952,8/7/1955,fricm101,fricama01,5/18/1976,7/15/1923
frickfo99,1894,12,19,USA,IN,Wawaka,1978,4,8,USA,NY,Bronxville,Ford,Frick,Ford Christopher,,,,,,,,frickfo99,4/8/1978,1894-12-19
fridask01,1897,10,26,USA,NC,Gastonia,1962,8,25,USA,NC,Gastonia,Skipper,Friday,Grier William,170,71,R,R,6/17/1923,8/7/1923,frids101,fridask01,8/25/1962,1897-10-26
fridlji01,1924,9,6,USA,WV,Phillippi,2003,2,28,USA,FL,Port Charlotte,Jim,Fridley,James Riley,205,74,R,R,4/15/1952,9/27/1958,fridj101,fridlji01,2/28/2003,9/6/1924
friedbo01,1906,8,30,USA,OH,Cincinnati,1997,4,15,USA,IN,Jasper,Bob,Friedrichs,Robert George,165,71,R,R,5/17/1932,5/21/1932,frieb104,friedbo01,4/15/1997,8/30/1906
friedch01,1987,7,8,USA,IL,Evanston,,,,,,,Christian,Friedrich,Christian Louis Patrick,222,76,R,L,5/9/2012,9/29/2016,friec001,friedch01,,7/8/1987
friedcy01,1897,7,23,USA,TX,San Antonio,1970,10,9,USA,TX,San Antonio,Cy,Fried,Arthur Edwin,150,71,L,L,9/17/1920,9/23/1920,friec101,friedcy01,10/9/1970,1897-07-23
friedma01,1994,1,18,USA,CA,Santa Monica,,,,,,,Max,Fried,Max Dorian,190,76,L,L,8/8/2017,9/30/2018,friem001,friedma01,,1/18/1994
frielbi01,1876,4,1,USA,PA,Renovo,1959,12,24,USA,MO,St. Louis,Bill,Friel,William Edward,165,70,L,R,5/3/1901,9/13/1903,frieb103,frielbi01,12/24/1959,1876-04-01
frielpa01,1858,6,11,USA,WV,Lewisburg,1924,1,15,USA,RI,Providence,Pat,Friel,Patrick Henry,170,71,B,,1890-07-13,1891-04-09,friep102,frielpa01,1/15/1924,1858-06-11
frienbo01,1930,11,24,USA,IN,Lafayette,,,,,,,Bob,Friend,Robert Bartmess,190,72,R,R,4/28/1951,9/24/1966,frieb102,frienbo01,,11/24/1930
frienda01,1873,4,18,USA,OH,Cincinnati,1942,6,1,USA,OH,Chillicothe,Danny,Friend,Daniel Sebastian,175,69,L,L,1895-09-10,1898-05-08,fried101,frienda01,6/1/1942,1873-04-18
frienfr01,1875,7,5,USA,IN,Jeffersonville,1933,11,4,USA,IN,Jeffersonville,Frank,Freund,Lawrence Joseph,180,70,,R,1896-08-02,1896-08-03,frief101,frienfr01,11/4/1933,1875-07-05
frienow01,1927,3,21,USA,IL,Granite City,2007,10,14,USA,KS,Wichita,Owen,Friend,Owen Lacey,180,73,R,R,10/2/1949,5/16/1956,frieo101,frienow01,10/14/2007,3/21/1927
frierbu01,1917,7,29,USA,TX,Chicota,1996,6,26,USA,TX,Paris,Buck,Frierson,Robert Lawrence,195,75,R,R,9/9/1941,9/15/1941,frieb101,frierbu01,6/26/1996,7/29/1917
frierer01,1985,7,19,Colombia,Bolivar,Arjona,,,,,,,Ernesto,Frieri,Ernesto,205,72,R,R,9/26/2009,7/3/2017,friee001,frierer01,,7/19/1985
friespe01,1857,10,30,USA,PA,Scranton,1937,7,29,USA,IL,Chicago,Pete,Fries,Peter Martin,160,68,L,L,1883-08-10,1884-05-16,friep101,friespe01,7/29/1937,1857-10-30
frilljo01,1879,4,3,USA,PA,Reading,1918,9,28,USA,RI,Westerly,John,Frill,John Edmond,170,70,R,L,4/16/1910,8/21/1912,frilj101,frilljo01,9/28/1918,1879-04-03
frinkfr01,1911,8,25,USA,GA,Macon,1995,5,19,USA,FL,Miami Springs,Fred,Frink,Frederick Ferdinand,180,73,R,R,7/1/1934,7/14/1934,frinf101,frinkfr01,5/19/1995,8/25/1911
frisbch01,1874,2,2,USA,IA,Dows,1954,11,7,USA,IA,Iowa Falls,Charlie,Frisbee,Charles Augustus,175,69,B,R,1899-06-22,5/13/1900,frisc101,frisbch01,11/7/1954,1874-02-02
friscfr01,1897,9,9,USA,NY,Bronx,1973,3,12,USA,DE,Wilmington,Frankie,Frisch,Frank Francis,165,71,B,R,6/17/1919,8/5/1937,frisf101,friscfr01,3/12/1973,1897-09-09
friseda01,1946,3,4,USA,CA,San Francisco,1977,1,1,USA,AZ,Phoenix,Danny,Frisella,Daniel Vincent,185,72,L,R,7/27/1967,9/23/1976,frisd101,friseda01,1/1/1977,3/4/1946
friskem01,1874,10,15,USA,MI,Kalkaska,1922,1,27,USA,WA,Seattle,Emil,Frisk,John Emil,190,73,L,R,1899-09-02,4/23/1907,frise101,friskem01,1/27/1922,1874-10-15
fritzch01,1882,6,13,USA,AL,Mobile,1943,7,30,USA,AL,Mobile,Charlie,Fritz,Charles Cornelius,,,,L,10/5/1907,10/5/1907,fritc101,fritzch01,7/30/1943,1882-06-13
